URL;Titre;Description;ImageFilename
https://www.academiedugout.fr/ingredients/amaretto_773;amaretto;"L'amaretto est une liqueur aux amandes amères. Elle contient généralement 28° d'alcool. Son nom bient du mot italien ""amaro"" qui signifie ""amer"".";amaretto.png
https://www.academiedugout.fr/ingredients/cafe_839;Café;Le café est le fruit du caféier, arbuste des régions tropicales. Après sa floraison, il produit de petits fruits jaunes, violets ou rouges, appelés « cerises de café ». Chaque fruit contient deux noyaux, les grains de café. Le café est aussi une boisson agréable et tonique, qui fait partie du quotidien du monde occidental. Avec le thé, c’est l’une des boissons les plus consommées. Le café est enfin un lieu de boisson, et souvent de restauration, qui est apparu au cours du XVIIe siècle.Le caféier arabica est probablement originaire de l’Éthiopie. La légende dit qu’un berger d’Abyssinie (l’Éthiopie actuelle) aurait remarqué l’état d’excitation de ses chèvres après qu’elles eurent grignoté les baies de cet arbuste. Il en aurait recueilli et les aurait apportées à un couvent voisin. Les moines firent une décoction de ces baies de café et dégustèrent cette boisson. Ils y prirent goût car elle les empêchait de somnoler pendant leurs prières. Ils nommèrent cette boisson « kawah », ce qui signifie « force », « élan », « vitalité », et entamèrent la culture des caféiers. On en a retrouvé des traces datant du VIIe siècle. Le café s’est ensuite répandu dans toute l’Arabie. Ce fut le seul lieu de production jusqu’au début du XVIe siècle. Son effet excitant a assuré son succès, remplaçant celui de l’alcool qui était interdit. Vers 1690, les premiers plants de caféier arrivèrent à Ceylan et en Inde. Le café gagna toutes les colonies hollandaises d’Asie, puis l’île de Java, avant de parvenir en Europe. Les premières cultures de caféiers se firent dans les serres du jardin botanique d’Amsterdam et à Versailles dans le jardin du Roi-Soleil. Le caféier fut ensuite cultivé dans les colonies antillaises françaises, puis dans toute l’Amérique latine. De nos jours, le Brésil est le premier producteur mondial de café, suivi par la Colombie, l’Indonésie, le Mexique, l’Inde, l’Éthiopie, le Guatemala, la Côte d’Ivoire, le Costa Rica, le Vietnam, le Salvador et le Kenya.;cafe_000.jpg
https://www.academiedugout.fr/ingredients/cognac_275;Cognac;Le Cognac est un alcool fort obtenu par double-distillation de vins blancs spécifiques de la région Poitou-Charentes. Il est vieilli dans des fûts de chêne pendant 30 mois minimum et doit afficher un titre alcoolique d'au moins 40° pour pouvoir être commercialisé. Le Pineau des Charentes ainsi que le Grand Marnier sont des dérivés du Cognac.;fotolia_47350462_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/grand-marnier_277;Grand Marnier®;Créée en 1880 par Louis-Alexandre Lapostolle, Grand Marnier® est la marque sous laquelle est commercialisée cette liqueur élaborée à partir des meilleurs crus de cognac (eau-de-vie de raisin) et d’essence d’oranges amères(citrus bigaradia). Ce spiritueux couleur ambre dont la recette est jalousement gardée, jouit d’une réputation dépassant depuis longtemps les frontières hexagonales. Ingrédient de base de nombreux cocktails, la liqueur Grand Marnier entre surtout dans la composition de plats aussi bien populaires que gastronomiques.;grand-marnier-copy.jpg
https://www.academiedugout.fr/ingredients/pastis_812;Pastis;Le pastis est une boisson alcoolisée. C’est le résultat d’une aromatisation d’alcool neutre avec de l’anis étoilé, de l’anis vert, du fenouil, de laréglisse, que ce soit par macération, distillation ou adjonction d’extraits naturels aromatisés. Si avec un peu d’eau et quelques glaçons le pastis est la star des apéritifs ensoleillés, c’est aussi un ingrédient de choix dans la préparation de certains cocktails, et même en cuisine. Certaines recettes, notamment de poisson, utilisent le pastis.;fotolia_24218781_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/rhum_1024;Rhum;"Le rhum est une eau-de-vie fabriquée à partir de la canne à sucre, cultivée avant tout pour produire du sucre ou l'un de ses sous-produits, lamélasse. La première trace du rhum apparaît à la Barbade au XVIIème siècle. Il y est question d'une eau-de-vie appelée ""tue-diable"" (kill dive) ou ""rumbillion"" dont serait issu le mot ""rhum"". Ce rhum industriel fabriqué aux XVIIème et XVIIIème siècles était distillé à partir de la mélasse. Avec l'arrivée, au début du XIXème siècle du sucre de betterave, le marché de la canne à sucre s'effondre et les petits planteurs des Antilles se reconvertissent alors à la fabrication du rhum agricole, issu, lui, du jus de canne. C'est pourquoi demeure encore aujourd'hui deux catégories : le rhum agricole et le rhum industriel.";fotolia_48924854_subscription_xxl.jpg
https://www.academiedugout.fr/ingredients/cidre_274;Cidre;Le cidre est une boisson alcoolisée pétillante à la robe dorée. Il est généralement issu de la fermentation du moût de pommes à cidre, particulièrement riches en tanins. On produit également du cidre de poire ou du cidre aromatisé. Le cidre est originaire de Normandie, première région productrice de pommes. Il est également produit dans d'autres régions de France et du monde, comme au Royaume-Uni.;fotolia_37665165_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/biere_968;Bière;La découverte de la bière se date à l'an -6000. A l'époque, l'épeautre et l'orge les principaux composants fermentaient dans de l'eau avec du miel, de la cannelle et d'autres épices. En France, la bière fait son apparition en -2500 en Provence. Les moines du Moyen-Âge et en particulier Hildegarde de Bergen rendront commune l'utilisation du houblon et de ses facultés aseptisantes et conservatrices. Un décret de pureté voit même le jour en 1516 et précise les seuls ingrédients autorisés : l'orge, le houblon et l'eau.;fotolia_59206889_subscription_xxl.jpg
https://www.academiedugout.fr/ingredients/porto_798;Porto;"Le porto est un vin originaire du Portugal produit dans la région du Douro à une centaine de kilomètres au nord de Porto. La particularité du porto réside dans l'ajout d'alcool au cours de sa fermentation, cette opération appelée ""mutage"" permet de conserver une partie des sucres naturels du raisin. Ce vin muté, qui peut être issu de cépages blancs ou rouges, bénéficie d'une dénomination d'origine contrôlé (DOC). En plus d’aromatiser des cocktails, le Porto parfume des sauces et des terrines.";porto-copy.jpg
https://www.academiedugout.fr/ingredients/madere_278;Madère;Le Madère est un vin liquoreux originaire du Portugal produit au cœur de l'archipel de Madère. A l'origine, ce vin était enrichi en alcool par mutage (technique permettant de préserver une partie du sucre dans le vin) afin de supporter de longs voyages dans les soutes chaudes et humides des navires. Conditions de transports qui ont accéléré son processus de vinification. Un hasard qui poussèrent les Madériens à mettre au point dès le XVIème siècle une technique de maturation permettant d'obtenir ce vin de liqueur. Le vin de Madère, qui bénéficie d'une AOP, est apprécié tel quel à l'apéritif ou en cuisine pour parfumer les sauces.;fotolia_36443483_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/whisky_283;Whisky;Il conviendrait mieux de parler de whiskies au pluriel : ces eaux-de-vie, obtenues par distillation de céréales, sont originaires d’Irlande ou d’Ecosse (les deux patries se disputent la paternité). Désormais parmi les plus réputés, il faut également compter avec les whiskies américains et japonais. Il en existe plusieurs types : le blend (ou blended whisky) qui est une association de malt et de grain, le pure malt qui, comme son nom l’indique, est un assemblage de malt, et le single malt dont le whisky vient d’une seule distillerie.;fotolia_49987734_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/vodka_282;Vodka;Venue de l’est de l’Europe, la vodka est une boisson alcoolisée très populaire. Fabriquée à base de pomme de terre ou de céréales (blé, orge, maïs) distillées, cette eau-de-vie est incolore et titre de 40 à 55% de volume d’alcool. On la retrouve parfois parfumée à l’aide d’herbes ou de baies. Ce qui différencie les vodkas ? Leur lieu de fabrication, les ingrédients utilisés, la méthode de distillation et la filtration. A base de céréales, elles proviennent souvent de Russie, d’Ukraine ou de Biélorussie, tandis que celles à base de pommes de terre viennent souvent de Pologne ou d’Allemagne.;fotolia_48370631_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/gin_276;Gin;Le gin est une boisson alcoolisée proche du genièvre, également fabriqué avec des baies de genévrier. La production de gin remonte à la fin du XVIIème siècle en Ecosse puis s’étend à l’Angleterre avant se s’internationaliser. Cet alcool sec au goût particulier entre la composition de plusieurs cocktails. Et contrairement à ce que voudrait la rumeur, le gin ne rend pas fou tant qu’on le consomme avec modération.;fotolia_47167257_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/noilly-prat_279;Noilly-Prat;Le Noilly-Prat Original Dry est un vermouth français, c’est-à-dire un apéritif à base de vin blanc et d’un mélange secret de plantes aromatiques (camomille, coriandre, écorces d’oranges amères etnoix de muscadeentre autres). Il tire à environ 17% d’alcool. S’il fût très à la mode au XIXe siècle et dans la première moitié du XXe siècle, il est ensuite tombé en désuétude. Aujourd’hui, le Noilly-Prat sert en cuisine pour confectionner des sauces, mais se consomme également en apéritif, tout comme les autres vermouths de la marque.;np_dry_1-copy.jpg
https://www.academiedugout.fr/ingredients/rancio_693;Rancio;Le Rancio est un vin produit en pays catalan et plus particulièrement dans le Roussillon. Il peut être blanc ou rouge, sec ou doux, et a pour particularité d’avoir été élevé au moins 5 ans en milieu oxydatif, c’est-à-dire en plein air et dans des tonneaux non remplis. On parle ainsi de madérisation. Réalisé à partir des cépages grenache, carignan ou maccabeu, le Rancio possède une robe généralement ambrée et ses arômes, assez complexes, tirent sur les fruits mûrs, les fruits secs et une note torréfiée peut parfois se dévoiler. Avec son degré d’alcool assez élevé, le Rancio n’est pas un vin de repas mais plutôt un vin destiné à l’apéritif. Il peut aussi être dégusté en digestif.;fotolia_57382197_s-copy.jpg
https://www.academiedugout.fr/ingredients/the_1218;Thé;Le thé, est, après l'eau, la boisson la plus consommée dans le monde. Obtenue après l'infusion des feuilles de théier (Camellia sinensis), arbrisseau asiatique, le thé est une infusion millénaire assortie de différents rites apparue en Chine dès le 3ème siècle. Popularisé au Japon les siècles suivants, c'est en 1606 que les premières caisses de thé arrivèrent à Amsterdam. En 1657, le thé s'installe en Angleterre grâce à Thomas Garraway, propriétaire d'un coffee-house et il y fera la carrière que l'on sait, devenant boisson nationale. Lorsqu'ils émigrèrent vers le Nouveau Monde, les Hollandais et les Anglais emmenèrent leur précieux thé avec eux. Si le thé est bu dans le monde entier, le théier est essentiellement cultivé en Asie, de petites plantations existent aux Açores.;the_000.jpg
https://www.academiedugout.fr/ingredients/the-vert_280;Thé vert;Consommé tel quel en Asie comme boisson chaude ou avec de la menthe au Maghreb, mais aussi cuisiné, le thé vert résulte d’une oxydation (ou fermentation) très faible des feuilles du théier. Les feuilles sont froissées, roulées et chauffées, ce qui permet d’éviter leur oxydation, avant d’être séchées. En plus d’avoir un goût marqué, le thé vert possède des vertus thérapeutiques reconnues.;fotolia_44050523_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/tisane_281;Tisane;Obtenue par infusion, décoction ou macération, la tisane est une boisson aux plantes généralement consommée chaude. Selon les recettes, on utilise les fleurs, les feuilles, les tiges ou les racines de végétaux, souvent choisis en fonction de propriétés bienfaisantes : digestives, dépuratives ou relaxantes. Il est par exemple fréquent de boire, après le repas du soir, une infusion de tilleul et de camomille. Mais les combinaisons sont infinies et les usages multiples.;fotolia_46049875_subscription_xxl-copy.jpg
