URL;Titre;Description;ImageFilename
https://www.academiedugout.fr/ingredients/cacao-en-poudre_828;Cacao en poudre;La poudre de cacao est obtenue après torréfaction de l’amande des fèves du cacaoyer. Cet arbre originaire du Mexique est également appelé cacaotier. Pour récolter l’amande des fèves, il faut récupérer, à la machette, la cabosse qui est le fruit du cacaoyer. Elle contient entre 30 et 40 fèves, dont l’amande sera traitée pour perdre de son amertume : elle doit fermenter, être triée puis torréfiée. Après torréfaction, elle est refroidie, concassée et broyée. On obtient alors de la pâte de cacao, qui contient le beurre de cacao, une matière grasse jaune pâle. Pour arriver à la poudre de cacao, il faut retirer le beurre de cacao de la pâte de cacao. Il reste le « tourteau », que l’on va broyer puis tamiser.;fotolia_40711383_subscription_xxl.jpg
https://www.academiedugout.fr/ingredients/caramel_284;Caramel;Le caramel est une préparation obtenu après cuisson du sucre. Il peut décorer, parfumer des desserts ou souder des pâtisseries en durcissant. En bonbon, réalisé avec du lait, du beurre (salé ou non) ou de la crème, le caramel peut être mou ou dur. C’est également un colorant qui permet de conférer à certaines préparations une teinte dorée ou marron.;fotolia_53410826_subscription_xl-copy-copy.jpg
https://www.academiedugout.fr/ingredients/chocolat_851;Chocolat;Peu de produits ont suscité et suscitent encore autant de passions que le chocolat. Lorsque, au XVI ème siècle,  les Conquistadores burent pour la première fois ce « tchocoatl » offert par les Aztèques, ils étaient bien loin de se douter de la carrière qu’auraient les fèves de cacao !FABRICATIONPâte et beurre de cacao : Les cabosses, fruits du cacaoyer qui ressemblent à un petit ballon de rugby, sont récoltées. Elles sont fendues et l’on en extrait de 25 à 75 fèves. Celles-ci sont triées, nettoyées, torréfiées, refroidies, concassées, dégermées et broyées. Il en sort la pâte de cacao, qui contient environ 50 % de matière grasse. Cette pâte est soit gardée telle quelle, soit chauffée pour la liquéfier et en extraire le beurre de cacao (ensuite filtré et refroidi) ainsi qu’un tourteau qui est concassé et réduit en poudre fine, le cacao.Chocolat noir: La pâte de cacao mélangée avec du sucre est broyée, puis conchée, c’est-à-dire brassée et malaxée à chaud dans de grandes cuves. La durée du conchage, de 24 à 72 heures, est déterminante pour la qualité du chocolat. On y ajoute plus ou moins de beurre de cacao ou, malheureusement, de graisse végétale, et parfois des émulsifiants. La pâte de cacao est ensuite tempérée entre 28 et 31 °C pour que le beurre de cacao puisse se cristalliser et donner sa couleur brillante au chocolat. Puis elle est moulée, refroidie et démoulée en tablettes.Chocolat au lait: La pâte de cacao est mélangée avec du sucre et du lait. Les étapes de la fabrication sont ensuite les mêmes que pour le chocolat noir.Chocolat blanc: C’est un mélange de beurre de cacao, de sucre et de lait. Il ne contient pas de pâte de chocolat .;chocolat_000.jpg
https://www.academiedugout.fr/ingredients/chocolat-au-lait_285;Chocolat au lait;Douceur souvent associée à l'enfance, le chocolat au lait est composé de 30 à 40 % de cacao, de sucre, de beurre de cacao et de lait en poudre, qui lui confère sa couleur brun clair caractéristique. Le chocolat au lait se présente sous forme de tablette ou de pistoles et entre dans la composition de nombreux dessert et sucreries.;fotolia_39787111_subscription_xxl-copy.jpg
https://www.academiedugout.fr/ingredients/chocolat-noir_287;Chocolat noir;Le chocolat noir est constitué de beurre de cacao, de poudre de cacao et de sucre. Contrairement auchocolat au laitet au chocolat blanc, il ne contient pas de composant lacté. Sa couleur est ainsi d'un brun plus soutenu. Pour bénéficier de l'appellation « chocolat noir », la réglementation européenne lui impose de contenir entre 35 et 100 % de cacao. En pratique, le chocolat noir proposé dans le commerce contient généralement entre 40 % et 99 % de cacao.;fotolia_34656367_subscription_xl-copy.jpg
https://www.academiedugout.fr/ingredients/gelatine_776;Gélatine;On obtient la gélatine par l’ébullition de tissus, d’os et de cartilages de différents animaux (souvent du porc, du bœuf ou du poisson). La gélatine est une substance utilisée dans la confection de plats « en gelée », de confiseries, de gâteaux et d’entremets. Elle est incolore (translucide, parfois très légèrement jaune), sans goût et inodore : seule son action gélifiante présente un intérêt culinaire. En France et plus généralement en Europe, c’est un ingrédient, et non un additif. Les végétariens lui préféreront des gélifiants dits « naturels », comme le konjac, l’agar-agarou la pectine.;gelatin-sheets-gold_1-copy.jpg
https://www.academiedugout.fr/ingredients/miel_889;Miel;Le miel est une substance sucrante comestible fabriquée par les abeilles à partir du nectar des fleurs. Il existe depuis la nuit des temps partout il y a des fleurs. Son pouvoir sucrant est supérieur à celui du saccharose (sucre). Au Moyen Âge, il y avait des ruches dans tous les monastères et le miel resta, jusqu’à l’apparition du sucre de canne en Europe, l’unique substance sucrante disponible. Au XXIe siècle, la population des abeilles est partout en diminution, victime de certains pesticides, dont le redoutable Cruiser. Les apiculteurs réclament, en vain, son interdiction.;miel-2_000.jpg
https://www.academiedugout.fr/ingredients/sirop-derable_956;Sirop d'érable;Originaire d’Amérique du Nord, le sirop d’érable est un édulcorant naturel réalisé à partir de la sève extraite de l’érable à sucre, eau d’érable qui est ensuite transformée en sucre par évaporation dans les cabanes à sucres. Principalement produit au Québec, le sirop d’érable a depuis longtemps conquit des pays comme l’Allemagne, le Japon et la France. Son goût caractéristique et doux ainsi que sa texture sirupeuse en font un parfait substitut pour la préparation de mets sucrés et salés.;fotolia_42174315_subscription_l.jpg
https://www.academiedugout.fr/ingredients/sirop-dagave_296;Sirop d'agave;Le sirop d’agave est obtenu après avoir bouilli la sève extraite du cœur de l’agave bleu, un cactus originaire du Mexique servant par ailleurs à fabriquer la tequila. Cet édulcorant naturel est très en vogue grâce notamment à son fort pouvoir sucrant et à son présumé faible indice glycémique (il est pourtant autant calorique que du sucre blanc). Son goût neutre et sa texture lui permettent de sucrer tous types de préparations : du yaourt en passant par des travers de porc à caraméliser.;agave-copy.jpg
https://www.academiedugout.fr/ingredients/confiture_288;Confiture;On appelle « confiture » l'ensemble des aliments cuits ou confits dans du sucre : confitures de fruits, marmelade, fruits confits, pâtes de fruits... Dans le langage commun, la confiture désigne surtout la préparation obtenue par cuisson des fruits avec leur équivalent de sucre et dégustée sur les tartines de pain. Pour être qualifiée de « confiture », une préparation doit contenir a minima 55% de sucre. Les confitures « allégées » doivent quant à elle afficher un taux de sucre allant de 42 à 45% après cuisson. La gelée, à base jus de fruits filtré, appartient également à la famille des confitures.;fotolia_60443031_subscription_xl-copy.jpg
